[2019-03-20T12:43:30-0600] DFHack 0.44.12-r2-0-g315852a2 on Windows; cwd md5: baa2a75483; save: region3; SC_WORLD_UNLOADED; game type NONE (11)
[2019-03-21T10:53:49-0600] DFHack 0.44.12-r2-0-g315852a2 on Windows; cwd md5: 33dbe564b3; save: region3; SC_MAP_UNLOADED; game type DWARF_MAIN (0)
[2019-03-21T10:53:49-0600] DFHack 0.44.12-r2-0-g315852a2 on Windows; cwd md5: 33dbe564b3; save: region3; SC_WORLD_UNLOADED; game type DWARF_MAIN (0)
[2019-03-21T10:54:49-0600] DFHack 0.44.12-r2-0-g315852a2 on Windows; cwd md5: 33dbe564b3; save: region3; SC_WORLD_LOADED; game type DWARF_MAIN (0)
[2019-03-21T10:54:49-0600] DFHack 0.44.12-r2-0-g315852a2 on Windows; cwd md5: 33dbe564b3; save: region3; SC_MAP_LOADED; game type DWARF_MAIN (0)
[2019-03-21T11:53:34-0600] DFHack 0.44.12-r2-0-g315852a2 on Windows; cwd md5: 33dbe564b3; save: region3; SC_MAP_UNLOADED; game type DWARF_MAIN (0)
[2019-03-21T11:53:34-0600] DFHack 0.44.12-r2-0-g315852a2 on Windows; cwd md5: 33dbe564b3; save: region3; SC_WORLD_UNLOADED; game type DWARF_MAIN (0)
[2019-03-21T13:45:57-0600] DFHack 0.44.12-r2-0-g315852a2 on Windows; cwd md5: 33dbe564b3; save: region3; SC_WORLD_LOADED; game type DWARF_MAIN (0)
[2019-03-21T13:45:58-0600] DFHack 0.44.12-r2-0-g315852a2 on Windows; cwd md5: 33dbe564b3; save: region3; SC_MAP_LOADED; game type DWARF_MAIN (0)
[2019-03-21T14:30:05-0600] DFHack 0.44.12-r2-0-g315852a2 on Windows; cwd md5: 33dbe564b3; save: region3; SC_MAP_UNLOADED; game type DWARF_MAIN (0)
[2019-03-21T14:30:05-0600] DFHack 0.44.12-r2-0-g315852a2 on Windows; cwd md5: 33dbe564b3; save: region3; SC_WORLD_UNLOADED; game type DWARF_MAIN (0)
[2019-03-21T21:41:32-0600] DFHack 0.44.12-r2-0-g315852a2 on Windows; cwd md5: 33dbe564b3; save: region3; SC_WORLD_LOADED; game type DWARF_MAIN (0)
[2019-03-21T21:41:33-0600] DFHack 0.44.12-r2-0-g315852a2 on Windows; cwd md5: 33dbe564b3; save: region3; SC_MAP_LOADED; game type DWARF_MAIN (0)
[2019-03-21T22:52:09-0600] DFHack 0.44.12-r2-0-g315852a2 on Windows; cwd md5: 33dbe564b3; save: region3; SC_MAP_UNLOADED; game type DWARF_MAIN (0)
[2019-03-21T22:52:09-0600] DFHack 0.44.12-r2-0-g315852a2 on Windows; cwd md5: 33dbe564b3; save: region3; SC_WORLD_UNLOADED; game type DWARF_MAIN (0)
[2019-03-22T09:39:13-0600] DFHack 0.44.12-r2-0-g315852a2 on Windows; cwd md5: 33dbe564b3; save: region3; SC_WORLD_LOADED; game type DWARF_MAIN (0)
[2019-03-22T09:39:13-0600] DFHack 0.44.12-r2-0-g315852a2 on Windows; cwd md5: 33dbe564b3; save: region3; SC_MAP_LOADED; game type DWARF_MAIN (0)
[2019-03-22T11:21:45-0600] DFHack 0.44.12-r2-0-g315852a2 on Windows; cwd md5: 33dbe564b3; save: region3; SC_MAP_UNLOADED; game type DWARF_MAIN (0)
[2019-03-22T11:21:45-0600] DFHack 0.44.12-r2-0-g315852a2 on Windows; cwd md5: 33dbe564b3; save: region3; SC_WORLD_UNLOADED; game type DWARF_MAIN (0)
[2019-03-22T12:06:43-0600] DFHack 0.44.12-r2-0-g315852a2 on Windows; cwd md5: 33dbe564b3; save: region3; SC_WORLD_LOADED; game type DWARF_MAIN (0)
[2019-03-22T12:06:43-0600] DFHack 0.44.12-r2-0-g315852a2 on Windows; cwd md5: 33dbe564b3; save: region3; SC_MAP_LOADED; game type DWARF_MAIN (0)
[2019-03-22T12:55:55-0600] DFHack 0.44.12-r2-0-g315852a2 on Windows; cwd md5: 33dbe564b3; save: region3; SC_MAP_UNLOADED; game type DWARF_MAIN (0)
[2019-03-22T12:55:55-0600] DFHack 0.44.12-r2-0-g315852a2 on Windows; cwd md5: 33dbe564b3; save: region3; SC_WORLD_UNLOADED; game type DWARF_MAIN (0)
[2019-03-23T08:39:20-0600] DFHack 0.44.12-r2-0-g315852a2 on Windows; cwd md5: 33dbe564b3; save: region3; SC_WORLD_LOADED; game type DWARF_MAIN (0)
[2019-03-23T08:39:20-0600] DFHack 0.44.12-r2-0-g315852a2 on Windows; cwd md5: 33dbe564b3; save: region3; SC_MAP_LOADED; game type DWARF_MAIN (0)
[2019-03-23T09:21:10-0600] DFHack 0.44.12-r2-0-g315852a2 on Windows; cwd md5: 33dbe564b3; save: region3; SC_MAP_UNLOADED; game type DWARF_MAIN (0)
[2019-03-23T09:21:10-0600] DFHack 0.44.12-r2-0-g315852a2 on Windows; cwd md5: 33dbe564b3; save: region3; SC_WORLD_UNLOADED; game type DWARF_MAIN (0)
[2019-03-23T12:01:30-0600] DFHack 0.44.12-r2-0-g315852a2 on Windows; cwd md5: 33dbe564b3; save: region3; SC_WORLD_LOADED; game type DWARF_MAIN (0)
[2019-03-23T12:01:30-0600] DFHack 0.44.12-r2-0-g315852a2 on Windows; cwd md5: 33dbe564b3; save: region3; SC_MAP_LOADED; game type DWARF_MAIN (0)
[2019-03-23T12:52:34-0600] DFHack 0.44.12-r2-0-g315852a2 on Windows; cwd md5: 33dbe564b3; save: region3; SC_MAP_UNLOADED; game type DWARF_MAIN (0)
[2019-03-23T12:52:34-0600] DFHack 0.44.12-r2-0-g315852a2 on Windows; cwd md5: 33dbe564b3; save: region3; SC_WORLD_UNLOADED; game type DWARF_MAIN (0)
[2019-03-23T12:53:06-0600] DFHack 0.44.12-r2-0-g315852a2 on Windows; cwd md5: 33dbe564b3; save: region3; SC_WORLD_LOADED; game type DWARF_MAIN (0)
[2019-03-23T12:53:06-0600] DFHack 0.44.12-r2-0-g315852a2 on Windows; cwd md5: 33dbe564b3; save: region3; SC_MAP_LOADED; game type DWARF_MAIN (0)
[2019-03-23T12:53:49-0600] DFHack 0.44.12-r2-0-g315852a2 on Windows; cwd md5: 33dbe564b3; save: region3; SC_MAP_UNLOADED; game type DWARF_MAIN (0)
[2019-03-23T12:53:49-0600] DFHack 0.44.12-r2-0-g315852a2 on Windows; cwd md5: 33dbe564b3; save: region3; SC_WORLD_UNLOADED; game type DWARF_MAIN (0)
[2019-03-23T12:54:27-0600] DFHack 0.44.12-r2-0-g315852a2 on Windows; cwd md5: 33dbe564b3; save: region3; SC_WORLD_LOADED; game type DWARF_MAIN (0)
[2019-03-23T12:54:28-0600] DFHack 0.44.12-r2-0-g315852a2 on Windows; cwd md5: 33dbe564b3; save: region3; SC_MAP_LOADED; game type DWARF_MAIN (0)
[2019-03-23T13:07:00-0600] DFHack 0.44.12-r2-0-g315852a2 on Windows; cwd md5: 33dbe564b3; save: region3; SC_MAP_UNLOADED; game type DWARF_MAIN (0)
[2019-03-23T13:07:00-0600] DFHack 0.44.12-r2-0-g315852a2 on Windows; cwd md5: 33dbe564b3; save: region3; SC_WORLD_UNLOADED; game type DWARF_MAIN (0)
